step_number,food_amount
532,54
533,56
534,56
535,58
536,59
537,59
538,59
539,59
540,59
541,59
542,59
543,59
544,59
545,59
546,59
547,59
548,59
549,59
550,59
551,59
552,59
553,59
554,59
555,59
556,59
557,59
558,59
559,59
560,59
561,59
562,60
563,60
564,60
565,60
566,60
567,60
568,60
569,60
570,60
571,60
572,60
573,60
574,60
575,60
576,60
577,60
578,60
579,60
580,60
581,60
582,61
583,61
584,62
585,62
586,62
587,62
588,62
589,62
590,62
591,62
592,63
593,63
594,63
595,64
596,64
597,64
598,64
599,64
600,64
601,65
602,65
603,65
604,65
605,65
606,65
607,65
608,65
609,65
610,65
611,65
612,65
613,65
614,65
615,65
616,65
617,65
618,65
619,65
620,65
621,65
622,65
623,65
624,66
625,66
626,66
627,66
628,66
629,66
630,66
631,66
632,66
633,66
634,66
635,66
636,66
637,66
638,66
639,66
640,66
641,66
642,66
643,66
644,66
645,67
646,67
647,67
648,67
649,67
650,67
651,67
652,67
653,67
654,67
655,67
656,67
657,67
658,67
659,67
660,67
661,68
662,69
663,69
664,69
665,69
666,69
667,69
668,69
669,69
670,69
671,69
672,69
673,69
674,69
675,69
676,70
677,70
678,70
679,71
680,71
681,71
682,71
683,71
684,71
685,71
686,71
687,71
688,71
689,71
690,71
691,71
692,71
693,71
694,71
695,71
696,71
697,71
698,71
699,71
700,71
701,71
702,71
703,71
704,71
705,72
706,72
707,73
708,73
709,73
710,73
711,73
712,74
713,74
714,74
715,74
716,74
717,74
718,74
719,74
720,74
721,74
722,74
723,74
724,74
725,74
726,74
727,74
728,74
729,74
730,75
731,75
732,75
733,77
734,77
735,78
736,78
737,78
738,78
739,78
740,78
741,78
742,78
743,78
744,79
745,79
746,79
747,79
748,79
749,79
750,79
751,79
752,79
753,79
754,79
755,79
756,79
757,79
758,79
759,80
760,80
761,80
762,80
763,80
764,81
765,81
766,81
767,81
768,81
769,81
770,81
771,81
772,81
773,81
774,81
775,81
776,81
777,81
778,81
779,81
780,81
781,81
782,82
783,82
784,82
785,82
786,82
787,82
788,82
789,82
790,82
791,82
792,82
793,82
794,82
795,82
796,82
797,82
798,82
799,82
800,82
801,82
802,82
803,82
804,82
805,82
806,82
807,82
808,82
809,82
810,82
811,83
812,83
813,84
814,84
815,84
816,84
817,84
818,84
819,85
820,85
821,85
822,86
823,86
824,86
825,86
826,86
827,86
828,86
829,86
830,86
831,86
832,86
833,86
834,86
835,86
836,86
837,86
838,86
839,86
840,86
841,86
842,86
843,86
844,86
845,86
846,86
847,86
848,86
849,86
850,86
851,86
852,86
853,86
854,86
855,86
856,86
857,86
858,86
859,86
860,86
861,86
862,86
863,86
864,86
865,86
866,86
867,86
868,86
869,86
870,86
871,86
872,86
873,86
874,86
875,87
876,87
877,87
878,87
879,87
880,87
881,87
882,87
883,87
884,87
885,89
886,90
887,90
888,90
889,90
890,90
891,90
892,90
893,90
894,90
895,90
896,90
897,90
898,90
899,90
900,90
901,91
902,91
903,91
904,91
905,91
906,91
907,91
908,91
909,91
910,91
911,91
912,91
913,91
914,91
915,91
916,91
917,91
918,91
919,91
920,91
921,91
922,91
923,91
924,91
925,91
926,91
927,91
928,91
929,91
930,91
931,91
932,91
933,91
934,91
935,91
936,91
937,91
938,91
939,91
940,91
941,91
942,91
943,91
944,91
945,91
946,92
947,92
948,92
949,92
950,92
951,92
952,92
953,93
954,93
955,93
956,93
957,93
958,93
959,93
960,93
961,93
962,93
963,93
964,93
965,93
966,93
967,93
968,93
969,93
970,93
971,93
972,93
973,93
974,93
975,93
976,93
977,93
978,93
979,93
980,93
981,93
982,93
983,94
984,94
985,94
986,94
987,94
988,94
989,94
990,94
991,94
992,94
993,94
994,94
995,94
996,94
997,94
998,94
999,94
